nazwa;nazwa ogólna ;kolor;Cena brutto:;szerokosc profilu1;szerokosc profilu2;width;height
KSP_046_10x420x523;ściana pionowa;PC mat;588 ;479;479;;
KSP_047_10x479x479;ściana pionowa;PC mat;614 ;479;523;;
KSP_048_10x479x523;ściana pionowa;PC mat;669 ;479;729;;
KSP_049_10x479x729;ściana pionowa;PC mat;927 ;523;523;;
KSP_050_10x523x523;ściana pionowa;PC mat;729 ;523;729;;
KSP_051_10x523x729;ściana pionowa;PC mat;1 011 ;729;729;;
KSP_052_10x729x729;ściana pionowa;PC mat;1 403 ;229;79;;
KSP_001_10x258x108;ściana pionowa;PC polysk;116 ;229;154;;
KSP_002_10x258x183;ściana pionowa;PC polysk;160 ;229;229;;
KSP_003_10x258x258;ściana pionowa;PC polysk;203 ;229;329;;
KSP_004_10x258x358;ściana pionowa;PC polysk;262 ;229;374;;
KSP_005_10x258x403;ściana pionowa;PC polysk;289 ;229;420;;
KSP_006_10x258x449;ściana pionowa;PC polysk;315 ;329;79;;
KSP_007_10x358x108;ściana pionowa;PC polysk;148 ;329;154;;
KSP_008_10x358x183;ściana pionowa;PC polysk;205 ;329;329;;
KSP_009_10x358x358;ściana pionowa;PC polysk;337 ;329;374;;
KSP_010_10x358x403;ściana pionowa;PC polysk;371 ;329;420;;
KSP_011_10x358x449;ściana pionowa;PC polysk;406 ;374;79;;
KSP_012_10x403x108;ściana pionowa;PC polysk;162 ;374;154;;
KSP_013_10x403x183;ściana pionowa;PC polysk;224 ;374;329;;
KSP_014_10x403x358;ściana pionowa;PC polysk;371 ;374;374;;
KSP_015_10x403x403;ściana pionowa;PC polysk;408 ;374;420;;
KSP_016_10x403x449;ściana pionowa;PC polysk;447 ;420;79;;
KSP_017_10x449x108;ściana pionowa;PC polysk;176 ;420;154;;
KSP_018_10x449x183;ściana pionowa;PC polysk;246 ;420;420;;
KSP_019_10x449x449;ściana pionowa;PC polysk;490 ;479;79;;
KSP_020_10x508x108;ściana pionowa;PC polysk;196 ;479;154;;
KSP_021_10x508x183;ściana pionowa;PC polysk;272 ;79;729;;
KSP_022_10x108x758;ściana pionowa;PC polysk;276 ;154;729;;
KSP_023_10x183x758;ściana pionowa;PC polysk;385 ;229;729;;
KSP_024_10x258x758;ściana pionowa;PC polysk;494 ;329;729;;
KSP_025_10x358x758;ściana pionowa;PC polysk;640 ;374;729;;
KSP_026_10x403x758;ściana pionowa;PC polysk;706 ;420;729;;
KSP_027_10x449x758;ściana pionowa;PC polysk;774 ;229;357;;
KSP_028_10x258x386;ściana pionowa;PC polysk;278 ;329;523;;
KSP_029_10x358x552;ściana pionowa;PC polysk;485 ;229;523;;
KSP_032_10x247x508;ściana pionowa;PC polysk;337 ;79;79;;
KSP_033_10x108x108;ściana pionowa;PC polysk;67 ;229;479;;
KSP_040_10x258x508;ściana pionowa;PC polysk;434 ;79;154;;
KSP_041_10x79x154;ściana pionowa;PC polysk;53 ;79;523;;
KSP_042_10x79x523;ściana pionowa;PC polysk;146 ;154;154;;
KSP_043_10x154x154;ściana pionowa;PC polysk;90 ;329;479;;
KSP_044_10x329x479;ściana pionowa;PC polysk;519 ;420;479;;
KSP_045_10x420x479;ściana pionowa;PC polysk;658 ;420;523;;
KSP_046_10x420x523;ściana pionowa;PC polysk;717 ;479;479;;
KSP_047_10x479x479;ściana pionowa;PC polysk;749 ;479;523;;
KSP_048_10x479x523;ściana pionowa;PC polysk;816 ;479;729;;
KSP_049_10x479x729;ściana pionowa;PC polysk;1 132 ;523;523;;
KSP_050_10x523x523;ściana pionowa;PC polysk;890 ;523;729;;
KSP_051_10x523x729;ściana pionowa;PC polysk;1235 ;729;729;;
KSP_052_10x729x729;ściana pionowa;PC polysk;1716 ;229;79;;
KSP_001_10x258x108;ściana pionowa;fornir dab mat;117 ;229;154;;
KSP_002_10x258x183;ściana pionowa;fornir dab mat;162 ;229;229;;
KSP_003_10x258x258;ściana pionowa;fornir dab mat;206 ;229;329;;
KSP_004_10x258x358;ściana pionowa;fornir dab mat;267 ;229;374;;
KSP_005_10x258x403;ściana pionowa;fornir dab mat;294 ;229;420;;
KSP_006_10x258x449;ściana pionowa;fornir dab mat;321 ;329;79;;
KSP_007_10x358x108;ściana pionowa;fornir dab mat;149 ;329;154;;
KSP_008_10x358x183;ściana pionowa;fornir dab mat;208 ;329;329;;
KSP_009_10x358x358;ściana pionowa;fornir dab mat;346 ;329;374;;
KSP_010_10x358x403;ściana pionowa;fornir dab mat;379 ;329;420;;
KSP_011_10x358x449;ściana pionowa;fornir dab mat;415 ;374;79;;
KSP_012_10x403x108;ściana pionowa;fornir dab mat;165 ;374;154;;
KSP_013_10x403x183;ściana pionowa;fornir dab mat;230 ;374;329;;
KSP_014_10x403x358;ściana pionowa;fornir dab mat;379 ;374;374;;
KSP_015_10x403x403;ściana pionowa;fornir dab mat;419 ;374;420;;
KSP_016_10x403x449;ściana pionowa;fornir dab mat;458 ;420;79;;
KSP_017_10x449x108;ściana pionowa;fornir dab mat;180 ;420;154;;
KSP_018_10x449x183;ściana pionowa;fornir dab mat;251 ;420;420;;
KSP_019_10x449x449;ściana pionowa;fornir dab mat;503 ;479;79;;
KSP_020_10x508x108;ściana pionowa;fornir dab mat;199 ;479;154;;
KSP_021_10x508x183;ściana pionowa;fornir dab mat;278 ;79;729;;
KSP_022_10x108x758;ściana pionowa;fornir dab mat;280 ;154;729;;
KSP_023_10x183x758;ściana pionowa;fornir dab mat;394 ;229;729;;
KSP_024_10x258x758;ściana pionowa;fornir dab mat;506 ;329;729;;
KSP_025_10x358x758;ściana pionowa;fornir dab mat;656 ;374;729;;
KSP_026_10x403x758;ściana pionowa;fornir dab mat;724 ;420;729;;
KSP_028_10x258x386;ściana pionowa;fornir dab mat;283 ;329;523;;
KSP_029_10x358x552;ściana pionowa;fornir dab mat;495 ;229;523;;
KSP_032_10x247x508;ściana pionowa;fornir dab mat;346 ;79;79;;
KSP_033_10x108x108;ściana pionowa;fornir dab mat;69 ;229;479;;
KSP_040_10x258x508;ściana pionowa;fornir dab mat;439 ;79;154;;
KSP_041_10x79x154;ściana pionowa;fornir dab mat;53 ;79;523;;
KSP_042_10x79x523;ściana pionowa;fornir dab mat;148 ;154;154;;
KSP_043_10x154x154;ściana pionowa;fornir dab mat;91 ;329;479;;
KSP_044_10x329x479;ściana pionowa;fornir dab mat;525 ;420;479;;
KSP_045_10x420x479;ściana pionowa;fornir dab mat;667 ;420;523;;
KSP_046_10x420x523;ściana pionowa;fornir dab mat;727 ;479;479;;
KSP_047_10x479x479;ściana pionowa;fornir dab mat;759 ;479;523;;
KSP_048_10x479x523;ściana pionowa;fornir dab mat;827 ;479;729;;
KSP_049_10x479x729;ściana pionowa;fornir dab mat;1147 ;523;523;;
KSP_050_10x523x523;ściana pionowa;fornir dab mat;902 ;523;729;;
KSP_051_10x523x729;ściana pionowa;fornir dab mat;1252 ;729;729;;
KSP_052_10x729x729;ściana pionowa;fornir dab mat;1739 ;229;79;;
KSP_001_10x258x108;ściana pionowa;fornir orzech mat;123 ;229;154;;
KSP_002_10x258x183;ściana pionowa;fornir orzech mat;171 ;229;229;;
KSP_003_10x258x258;ściana pionowa;fornir orzech mat;217 ;229;329;;
KSP_004_10x258x358;ściana pionowa;fornir orzech mat;281 ;229;374;;
KSP_005_10x258x403;ściana pionowa;fornir orzech mat;310 ;229;420;;
KSP_006_10x258x449;ściana pionowa;fornir orzech mat;340 ;329;79;;
KSP_007_10x358x108;ściana pionowa;fornir orzech mat;157 ;329;154;;
KSP_008_10x358x183;ściana pionowa;fornir orzech mat;219 ;329;329;;
KSP_009_10x358x358;ściana pionowa;fornir orzech mat;365 ;329;374;;
KSP_010_10x358x403;ściana pionowa;fornir orzech mat;403 ;329;420;;
KSP_011_10x358x449;ściana pionowa;fornir orzech mat;442 ;374;79;;
KSP_012_10x403x108;ściana pionowa;fornir orzech mat;173 ;374;154;;
KSP_013_10x403x183;ściana pionowa;fornir orzech mat;240 ;374;329;;
KSP_014_10x403x358;ściana pionowa;fornir orzech mat;403 ;374;374;;
KSP_015_10x403x403;ściana pionowa;fornir orzech mat;445 ;374;420;;
KSP_016_10x403x449;ściana pionowa;fornir orzech mat;487 ;420;79;;
KSP_017_10x449x108;ściana pionowa;fornir orzech mat;187 ;420;154;;
